Long,Lat,F,距离尺度,调查次序
116.38,40.22,0,B,2
116.38,40.22,100,B,1
116.38,40.22,0,B,2
116.38,40.22,0,B,1
116.38,40.22,100,B,1
116.38,41.12,0,B,2
116.38,41.12,0,A,1
116.38,41.12,0,A,2
116.38,41.12,0,B,1
116.38,41.12,0,A,2
116.38,41.12,0,A,1
117.57,40.12,0,A,1
117.57,40.12,0,A,2
117.57,40.12,0,B,2
117.57,40.12,0,A,2
117.57,40.12,0,B,2
117.57,40.12,0,A,1
117.57,40.12,0,A,2
117.57,40.12,0,B,1
117.57,40.12,0,A,1
117.57,40.12,0,A,2
117.57,40.12,0,A,1
117.57,40.12,0,A,2
117.57,40.12,0,A,1
117.57,40.12,0,A,2
117.57,40.12,0,B,1
117.57,40.12,0,A,2
117.57,40.12,0,A,1
117.57,40.12,0,B,1
117.57,40.12,0,A,1
117.57,40.12,0,A,1
117.57,40.12,0,A,1
117.57,40.12,0,B,1
117.57,40.12,0,A,2
117.57,40.12,0,A,1
117.57,40.12,0,B,2
117.57,40.12,0,A,2
114.11,38.51,0,A,2
114.11,38.51,0,B,1
114.11,38.51,0,A,2
114.11,38.51,0,C,1
114.11,38.51,0,A,2
114.11,38.51,0,B,1
114.11,38.51,0,A,2
114.11,38.51,0,B,2
114.11,38.51,0,B,1
114.11,38.51,0,A,1
114.11,38.51,0,C,1
114.11,38.51,0,B,1
114.11,38.51,0,B,2
114.11,38.51,0,C,1
114.11,38.51,0,C,2
114.11,38.51,0,B,2
114.23,38.18,0,B,1
114.23,38.18,0,A,2
114.23,38.18,0,B,1
114.23,38.18,0,B,1
114.23,38.18,0,B,2
114.34,38.09,100,A,2
114.34,38.09,100,A,1
115.13,40.23,0,A,2
115.13,40.23,0,A,1
115.13,40.23,0,A,1
115.13,40.23,0,A,2
115.13,40.23,0,A,2
115.13,40.23,10,A,2
115.13,40.23,0,A,1
115.13,40.23,0,A,1
115.13,40.23,0,A,2
115.13,40.23,0,B,2
115.13,40.23,0,B,1
115.13,40.23,0,A,2
115.13,40.23,0,B,1
115.13,40.23,0,B,1
115.13,40.23,0,A,1
117.32,43.15,0,C,2
117.32,43.15,0,B,1
117.32,43.15,0,A,1
117.32,43.15,0,C,1
117.32,43.15,0,B,2
117.32,43.15,0,A,1
117.32,43.15,0,B,2
117.32,43.15,0,B,1
117.32,43.15,0,B,2
117.32,43.15,0,B,2
115.4,41.4,0,A,2
115.4,41.4,0,A,1
115.4,41.4,0,B,2
115.4,41.4,0,C,1
115.4,41.4,0,A,1
115.4,41.4,0,C,2
115.4,41.4,0,A,2
115.4,41.4,0,A,1
115.4,41.4,0,A,2
115.4,41.4,85,A,1
115.4,41.4,0,A,2
116.06,39.01,0,A,1
116.06,39.01,0,A,2
116.06,39.01,0,A,1
116.06,39.01,0,A,2
116.06,39.01,0,A,1
116.06,39.01,0,A,2
116.06,39.01,0,A,1
116.06,39.01,0,A,1
116.06,39.01,35,A,1
116.06,39.01,0,A,1
116.06,39.01,0,C,1
116.06,39.01,0,B,1
116.06,39.01,0,B,1
116.06,39.01,0,A,1
116.06,39.01,10,A,1
116.06,39.01,0,C,2
116.06,39.01,0,C,1
116.06,39.01,0,C,2
116.06,39.01,0,A,1
116.06,39.01,0,B,2
116.06,39.01,10,C,2
116.06,39.01,0,A,1
116.06,39.01,0,A,2
116.06,39.01,0,A,1
116.06,39.01,0,A,2
116.06,39.01,0,A,1
116.06,39.01,10,A,1
115.49,39.04,0,A,1
115.49,39.04,0,B,1
115.49,39.04,0,A,2
117.2,40.56,0,A,1
117.2,40.56,0,A,2
117.2,40.56,0,C,1
119.31,39.51,0,B,1
119.31,39.51,0,A,2
119.31,39.51,0,B,1
119.31,39.51,0,C,2
119.31,39.51,0,A,1
119.31,39.51,0,A,1
119.31,39.51,0,A,1
119.31,39.51,0,C,2
119.31,39.51,0,B,2
119.31,39.51,0,C,1
119.31,39.51,0,A,1
119.31,39.51,0,A,1
111.48,38.05,0,A,1
111.48,38.05,0,A,2
111.48,38.05,0,A,1
111.48,38.05,0,A,2
111.48,38.05,0,A,1
111.48,38.05,0,A,2
111.48,38.05,0,B,2
111.48,38.05,0,A,2
111.48,38.05,0,A,1
111.48,38.05,0,A,2
111.48,38.05,0,B,2
111.48,38.05,0,A,1
111.48,38.05,0,B,1
111.48,38.05,0,A,2
111.48,38.05,0,A,1
111.48,38.05,0,A,1
111.48,38.05,0,B,2
112.1,37.55,0,A,1
112.1,37.55,0,A,2
112.1,37.55,0,B,1
112.1,37.55,0,A,2
112.18,39,0,A,1
112.18,39,0,B,2
112.18,39,0,A,2
112.18,39,0,B,1
112.18,39,0,A,2
112.18,39,0,A,1
112.18,39,0,A,2
112.18,39,0,A,1
112.18,39,0,A,2
112.18,39,0,A,1
112.18,39,0,B,2
112.18,39,0,B,1
112.18,39,0,B,1
112.18,39,0,B,2
112.18,39,0,A,2
112.18,39,0,A,1
112.18,39,0,B,1
112.18,39,0,B,1
111.06,36.24,0,A,2
111.06,36.24,0,A,1
111.06,36.24,0,A,2
111.06,36.24,0,A,1
111.06,36.24,0,C,2
111.06,36.24,0,A,1
111.06,36.24,0,C,2
111.06,36.24,0,B,1
111.06,36.24,0,A,1
112.52,36.06,0,B,1
112.52,36.06,0,A,2
112.52,36.06,0,A,1
112.52,36.06,0,A,2
112.52,36.06,0,A,1
112.52,36.06,0,A,2
112.52,36.06,0,C,1
112.52,36.06,0,A,1
112.52,36.06,0,C,2
111.12,35.2,0,A,2
111.12,35.2,0,B,1
111.12,35.2,0,A,1
111.12,35.2,0,A,1
111.12,35.2,0,C,2
111.12,35.2,0,A,1
112.41,36.46,0,A,1
112.41,36.46,0,B,2
112.41,36.46,0,A,1
112.41,36.46,0,A,1
112.41,36.46,0,B,2
112.41,36.46,0,A,1
112.41,36.46,95,A,2
112.41,36.46,0,A,2
112.41,36.46,0,A,1
112.41,36.46,0,B,2
112.41,36.46,0,A,1
112.41,36.46,0,A,2
112.41,36.46,0,A,2
116.07,43.57,0,A,1
116.07,43.57,0,C,1
116.07,43.57,0,A,1
116.07,43.57,0,A,1
116.07,43.57,0,B,1
116.07,43.57,0,C,2
116.07,43.57,0,B,1
116.07,43.57,0,C,2
106.21,39.02,0,B,1
106.21,39.02,0,A,2
106.21,39.02,0,A,1
106.21,39.02,0,A,1
106.21,39.02,0,A,2
106.21,39.02,0,A,1
106.21,39.02,0,A,1
106.21,39.02,0,A,2
106.21,39.02,0,A,2
119.26,49.19,0,A,2
119.26,49.19,0,A,2
121.31,50.47,0,A,1
121.31,50.47,0,A,2
121.31,50.47,0,A,2
121.31,50.47,0,A,1
121.31,50.47,0,A,2
120.11,50.15,0,A,2
120.11,50.15,0,C,1
120.11,50.15,0,A,2
120.11,50.15,0,A,2
120.11,50.15,0,A,2
120.11,50.15,0,B,1
109.59,39.5,0,B,2
109.59,39.5,0,C,1
109.59,39.5,0,B,2
109.59,39.5,0,C,1
109.59,39.5,0,C,1
109.59,39.5,0,B,1
109.59,39.5,0,B,2
109.59,39.5,0,C,1
109.59,39.5,0,C,2
109.59,39.5,0,C,1
109.59,39.5,0,C,2
109.59,39.5,0,C,2
109.59,39.5,0,C,1
109.59,39.5,0,C,2
125.03,41.44,0,B,1
125.03,41.44,0,B,1
125.03,41.44,0,B,1
125.03,41.44,0,A,1
125.03,41.44,0,A,2
125.03,41.44,0,B,1
125.03,41.44,0,A,2
125.03,41.44,0,A,1
125.03,41.44,0,A,2
125.03,41.44,0,B,2
125.03,41.44,0,A,1
125.03,41.44,0,A,2
125.03,41.44,40,A,2
125.03,41.44,0,B,1
125.03,41.44,25,A,2
125.03,41.44,30,A,2
125.03,41.44,0,A,2
125.03,41.44,0,A,1
125.03,41.44,0,A,2
125.03,41.44,0,A,1
120.47,41.49,0,A,1
120.47,41.49,15,B,1
120.47,41.49,0,A,2
120.47,41.49,20,A,2
120.47,41.49,10,B,1
120.47,41.49,0,A,2
120.47,41.49,10,A,1
120.47,41.49,0,A,2
119.21,41.14,10,A,1
119.21,41.14,0,A,1
119.21,41.14,0,A,1
119.21,41.14,0,C,1
119.21,41.14,0,A,1
119.21,41.14,0,A,2
119.21,41.14,10,A,1
119.21,41.14,0,A,1
119.21,41.14,10,A,2
119.21,41.14,0,A,1
119.21,41.14,5,A,2
119.21,41.14,0,B,1
119.21,41.14,0,A,2
119.21,41.14,0,A,2
119.21,41.14,10,A,1
119.21,41.14,10,A,2
119.21,41.14,0,A,1
119.21,41.14,0,A,2
119.21,41.14,0,B,2
119.21,41.14,0,A,2
128.12,43.22,0,B,1
128.12,43.22,0,A,2
128.12,43.22,0,A,2
128.12,43.22,0,A,1
128.12,43.22,0,B,2
128.12,43.22,0,A,1
128.12,43.22,0,B,2
128.12,43.22,0,B,1
127.2,43.42,0,A,2
127.2,43.42,0,A,1
127.2,43.42,0,A,2
127.2,43.42,0,A,1
127.2,43.42,0,A,1
127.2,43.42,0,B,2
127.2,43.42,0,C,1
127.2,43.42,0,A,2
126.45,42.59,0,A,1
126.45,42.59,0,A,2
126.45,42.59,0,A,2
126.45,42.59,0,A,1
126.45,42.59,0,A,1
126.45,42.59,0,A,2
126.45,42.59,0,A,2
126.45,42.59,0,A,1
126.48,42.24,0,A,2
126.48,42.24,0,A,2
126.48,42.24,0,A,1
126.48,42.24,0,A,2
126.48,42.24,0,A,1
126.48,42.24,0,A,1
126.48,42.24,0,A,2
126.48,42.24,0,A,2
126.48,42.24,0,A,1
126.48,42.24,0,A,1
126.48,42.24,0,A,1
126.48,42.24,0,A,2
126.32,43.52,0,B,2
126.32,43.52,0,A,1
126.32,43.52,0,A,2
126.32,43.52,0,A,1
126.32,43.52,0,A,2
126.32,43.52,0,A,1
126.32,43.52,0,A,2
126.32,43.52,0,A,2
126.32,43.52,0,A,1
126.32,43.52,0,A,1
126.32,43.52,0,A,1
126.32,43.52,0,A,1
126.32,43.52,0,B,2
126.32,43.52,0,A,1
126.32,43.52,0,B,2
126.32,43.52,0,A,1
126.32,43.52,0,A,2
126.32,43.52,0,A,1
126.32,43.52,0,A,2
128.07,42.25,0,A,1
128.07,42.25,0,A,2
128.07,42.25,0,B,1
128.07,42.25,0,A,2
128.07,42.25,0,A,1
128.07,42.25,0,B,2
128.07,42.25,0,A,2
128.07,42.25,0,A,2
128.07,42.25,0,B,1
128.07,42.25,0,A,2
128.07,42.25,0,B,1
128.07,42.25,0,B,2
128.07,42.25,0,A,2
128.07,42.25,0,B,1
128.07,42.25,0,A,2
128.07,42.25,0,B,1
128.07,42.25,0,A,2
127.58,45.13,0,A,1
127.58,45.13,0,A,1
127.58,45.13,0,A,2
127.58,45.13,0,A,1
127.58,45.13,0,B,1
127.58,45.13,0,B,2
127.58,45.13,0,A,1
127.58,45.13,0,A,1
127.58,45.13,0,A,2
127.58,45.13,0,A,2
127.58,45.13,0,A,2
127.58,45.13,0,C,1
127.58,45.13,0,B,2
127.58,45.13,0,B,1
127.58,45.13,0,A,1
127.58,45.13,0,A,2
127.58,45.13,0,A,1
127.58,45.13,0,B,2
127.58,45.13,0,A,2
127.58,45.13,0,B,2
123.34,52.02,0,A,1
123.34,52.02,0,A,1
123.34,52.02,40,A,2
123.34,52.02,0,B,2
123.34,52.02,0,A,1
123.34,52.02,0,B,1
123.34,52.02,0,A,1
122.31,52.58,0,A,2
122.31,52.58,0,A,1
122.31,52.58,0,A,1
122.31,52.58,0,A,2
122.31,52.58,0,A,2
122.31,52.58,0,A,1
121.47,31.03,0,A,1
121.47,31.03,0,A,1
121.47,31.03,0,A,2
121.47,31.03,0,A,1
121.47,31.03,0,A,1
121.47,31.03,0,A,1
121.47,31.03,0,B,2
121.47,31.03,0,A,1
121.47,31.03,0,B,2
121.39,31.47,0,B,1
121.39,31.47,50,A,1
121.39,31.47,0,A,2
121.39,31.47,0,B,1
121.39,31.47,0,A,1
121.39,31.47,0,A,1
121.39,31.47,0,A,1
121.39,31.47,0,A,1
121.39,31.47,0,A,1
121.39,31.47,50,A,1
121.39,31.47,0,A,2
121.39,31.47,0,C,1
121.39,31.47,0,C,1
121.39,31.47,0,A,2
121.39,31.47,0,A,2
121.39,31.47,0,C,1
121.39,31.47,0,C,2
121.39,31.47,0,A,1
121.39,31.47,0,A,1
121.39,31.47,0,B,2
121.39,31.47,0,A,2
121.39,31.47,0,C,1
121.39,31.47,0,A,2
121.39,31.47,50,A,2
121.36,32.04,0,C,1
121.36,32.04,0,B,2
121.36,32.04,0,C,1
121.36,32.04,0,A,1
121.12,31.55,0,A,1
121.12,31.55,0,B,1
121.12,31.55,0,A,2
121.14,31.02,0,C,1
121.14,31.02,0,A,2
121.14,31.02,0,A,1
121.14,31.02,0,A,1
121.14,31.02,0,A,1
121.14,31.02,0,B,2
119.1,32.18,0,A,2
119.1,32.18,0,A,1
119.1,32.18,0,A,1
119.1,32.18,0,A,1
119.1,32.18,0,B,1
119.1,32.18,0,A,2
119.1,32.18,0,A,1
119.1,32.18,0,B,2
119.1,32.18,0,A,1
119.1,32.18,0,A,1
119.1,32.18,0,A,2
119.1,32.18,0,A,2
119.1,32.18,0,A,2
119.1,32.18,0,B,1
119.1,32.18,0,A,2
119.1,32.18,0,A,1
118.51,32.22,0,A,2
118.51,32.22,0,A,1
118.51,32.22,0,A,1
118.51,32.22,0,A,1
118.51,32.22,0,A,1
118.51,32.22,0,A,2
118.51,32.22,0,B,1
118.51,32.22,0,A,1
118.51,32.22,0,B,1
118.51,32.22,0,B,2
119.26,34.47,0,A,1
119.26,34.47,0,A,1
119.26,34.47,0,A,1
119.26,34.47,0,A,2
119.26,34.47,0,A,1
119.26,34.47,0,A,2
119.26,34.47,0,A,2
120.29,33.12,0,C,2
120.29,33.12,0,A,1
120.29,33.12,0,B,1
120.29,33.12,0,B,2
120.29,33.12,0,A,2
120.29,33.12,0,A,1
120.29,33.12,0,B,2
120.29,33.12,0,B,1
120.29,33.12,0,B,1
120.29,33.12,0,A,1
120.29,33.12,0,A,1
120.29,33.12,0,C,1
120.29,33.12,0,B,1
120.29,33.12,0,C,2
120.29,33.12,0,A,1
120.29,33.12,0,C,2
120.29,33.12,0,C,1
120.29,33.12,0,C,1
120.29,33.12,0,C,1
120.29,33.12,0,C,2
120.29,33.12,0,B,2
120.29,33.12,0,C,2
120.29,33.12,0,C,2
120.29,33.12,0,C,2
119.12,31.58,25,A,2
119.12,31.58,0,A,1
119.12,31.58,0,A,1
119.12,31.58,0,A,1
119.12,31.58,0,A,1
119.12,31.58,0,A,2
119.12,31.58,0,A,1
119.12,31.58,0,B,1
119.12,31.58,0,A,2
119.36,31.59,8,A,1
119.36,31.59,0,A,2
119.36,31.59,0,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,2
119.36,31.59,8,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,1
119.36,31.59,0,A,2
119.36,31.59,0,A,1
119.36,31.59,0,A,2
119.36,31.59,0,A,2
118.59,30.37,0,A,2
118.59,30.37,10,A,1
118.59,30.37,13,A,2
118.59,30.37,0,A,1
118.59,30.37,0,A,2
118.59,30.37,0,A,1
118.59,30.37,0,B,2
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,A,2
118.59,30.37,0,A,2
118.59,30.37,0,C,2
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,A,1
118.59,30.37,0,A,1
118.59,30.37,0,A,1
118.59,30.37,0,A,1
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,A,2
118.59,30.37,0,A,1
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,A,2
118.59,30.37,0,B,1
118.59,30.37,0,A,2
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,B,2
118.59,30.37,0,A,1
118.59,30.37,0,B,1
118.59,30.37,0,B,2
118.59,30.37,0,B,1
118.59,30.37,0,A,1
118.17,29.43,0,A,2
118.17,29.43,0,A,2
118.17,29.43,0,A,1
118.17,29.43,0,A,1
118.17,29.43,0,A,1
118.17,29.43,5,A,2
118.17,29.43,5,B,2
118.17,29.43,6,B,2
118.17,29.43,0,C,1
118.17,29.43,0,A,1
118.17,29.43,0,A,1
118.17,29.43,0,A,2
118.17,29.43,0,A,1
118.17,29.43,0,C,2
118.17,29.43,0,B,2
118.17,29.43,0,B,2
120.1,30.14,0,A,1
120.1,30.14,0,A,1
120.1,30.14,0,A,1
120.1,30.14,0,C,1
120.1,30.14,0,A,1
120.1,30.14,0,B,1
120.1,30.14,0,A,1
120.1,30.14,0,B,1
120.1,30.14,0,A,2
120.1,30.14,0,B,2
120.1,30.14,0,A,2
120.1,30.14,0,A,2
119.17,28.36,30,A,2
119.17,28.36,0,C,1
119.17,28.36,0,A,2
119.17,28.36,0,B,1
119.17,28.36,0,A,2
119.17,28.36,0,B,2
119.17,28.36,0,B,1
119.17,28.36,0,B,1
119.17,28.36,0,A,1
119.17,28.36,30,A,1
119.17,28.36,0,B,1
119.17,28.36,0,C,2
119.17,28.36,0,C,2
119.17,28.36,0,A,2
119.17,28.36,0,A,1
119.17,28.36,0,C,2
119.17,28.36,0,A,1
119.17,28.36,0,B,1
119.17,28.36,0,A,2
119.17,28.36,0,C,1
120.43,28.52,0,A,1
120.43,28.52,0,A,2
120.43,28.52,10,B,1
120.43,28.52,0,A,2
120.43,28.52,0,A,2
120.43,28.52,0,A,1
120.43,28.52,10,A,1
120.43,28.52,0,B,2
120.43,28.52,0,B,1
120.43,28.52,0,A,2
120.43,28.52,0,A,1
120.43,28.52,0,A,2
120.43,28.52,0,A,2
120.43,28.52,0,A,2
120.43,28.52,0,C,2
120.59,29.1,0,C,1
120.59,29.1,0,A,2
120.59,29.1,0,C,1
120.59,29.1,0,A,1
120.59,29.1,0,A,2
120.59,29.1,0,A,1
120.59,29.1,0,A,1
120.59,29.1,0,B,1
120.59,29.1,0,B,2
120.59,29.1,0,A,1
120.59,29.1,0,A,2
120.59,29.1,0,C,2
116.45,33.56,70,A,1
116.45,33.56,0,A,2
116.45,33.56,0,A,1
116.45,33.56,0,A,1
116.45,33.56,0,B,2
116.45,33.56,0,A,1
116.45,33.56,0,B,2
116.45,33.56,55,A,2
117.28,31.53,0,A,2
117.28,31.53,0,A,1
117.28,31.53,0,A,1
117.28,31.53,0,A,1
117.28,31.53,0,A,1
117.28,31.53,0,A,2
117.28,31.53,0,B,2
117.28,31.53,0,B,1
117.28,31.53,0,B,2
117.28,31.53,0,B,2
117.28,31.53,0,A,2
117.4,32.32,61,A,1
117.4,32.32,0,B,1
117.4,32.32,0,A,2
117.4,32.32,45,A,2
116.19,31.24,23,A,1
116.19,31.24,0,B,2
116.19,31.24,0,B,1
116.19,31.24,45,A,2
116.19,31.24,0,A,1
116.19,31.24,0,A,2
116.19,31.24,0,B,1
116.19,31.24,0,A,2
116.19,31.24,0,A,1
116.19,31.24,0,A,2
116.19,31.24,0,A,1
116.19,31.24,0,A,2
116.19,31.24,0,A,1
116.19,31.24,0,B,2
116.19,31.24,21,A,1
116.19,31.24,21,A,2
116.19,31.24,5,A,2
116.19,31.24,0,A,1
116.19,31.24,0,A,1
116.19,31.24,30,A,1
116.19,31.24,15,A,1
116.19,31.24,0,B,1
116.19,31.24,15,A,2
116.19,31.24,0,A,2
116.19,31.24,0,A,2
116.19,31.24,15,A,2
116.19,31.24,0,A,1
116.19,31.24,0,B,2
116.19,31.24,0,B,1
116.19,31.24,0,B,1
116.19,31.24,0,B,2
116.19,31.24,0,A,1
116.19,31.24,0,B,2
116.19,31.24,0,B,1
116.19,31.24,0,A,2
116.19,31.24,0,A,2
118.09,30.08,20,A,1
118.09,30.08,0,A,2
118.09,30.08,0,A,1
118.09,30.08,0,A,1
118.09,30.08,0,A,2
118.09,30.08,97,B,1
118.09,30.08,0,A,2
118.09,30.08,0,A,1
118.09,30.08,97,A,1
118.09,30.08,0,A,2
118.09,30.08,0,A,1
118.09,30.08,0,A,2
117.51,30.59,0,A,1
117.51,30.59,0,B,2
117.51,30.59,25,A,1
117.51,30.59,25,B,2
117.51,30.59,15,B,1
117.51,30.59,15,A,1
117.51,30.59,0,A,2
117.51,30.59,30,A,1
117.51,30.59,30,A,2
117.51,30.59,20,A,1
117.51,30.59,0,A,1
117.51,30.59,0,A,1
117.51,30.59,0,A,1
117.51,30.59,0,A,1
117.51,30.59,0,A,1
117.51,30.59,35,A,2
117.51,30.59,0,B,2
117.51,30.59,0,B,1
118.54,31.56,85,A,1
118.54,31.56,0,A,2
118.54,31.56,75,A,1
118.54,31.56,75,A,2
118.54,31.56,30,B,1
118.54,31.56,30,B,2
118.54,31.56,5,A,1
118.54,31.56,0,A,1
118.54,31.56,20,A,2
118.54,31.56,0,A,2
118.54,31.56,50,A,1
118.54,31.56,0,A,2
118.54,31.56,0,A,2
118.54,31.56,85,A,1
118.54,31.56,75,A,1
118.54,31.56,0,A,1
118.54,31.56,0,A,1
118.54,31.56,0,A,1
118.54,31.56,20,A,1
118.54,31.56,0,A,1
118.54,31.56,50,A,1
118.54,31.56,0,A,1
118.54,31.56,0,A,1
118.54,31.56,0,A,2
118.54,31.56,0,A,1
118.54,31.56,0,C,1
118.54,31.56,5,A,2
118.15,32.21,0,A,1
118.15,32.21,0,A,2
118.15,32.21,0,A,1
118.15,32.21,0,A,2
118.15,32.21,0,A,1
118.15,32.21,0,A,2
118.15,32.21,0,B,1
118.15,32.21,0,B,2
118.15,32.21,0,A,1
118.15,32.21,0,A,1
118.15,32.21,0,B,2
118.15,32.21,5,A,2
118.15,32.21,0,A,1
118.15,32.21,4,A,1
118.15,32.21,0,B,1
118.15,32.21,0,A,2
118.15,32.21,0,A,2
118.15,32.21,0,A,2
118.15,32.21,5,A,2
118.15,32.21,0,A,1
118.15,32.21,0,B,2
118.15,32.21,0,B,1
118.15,32.21,0,C,1
118.15,32.21,0,B,1
118.15,32.21,0,A,2
118.15,32.21,0,A,2
118.15,32.21,0,A,1
118.15,32.21,0,B,1
118.15,32.21,0,B,1
117.32,25.01,0,B,2
117.32,25.01,0,B,2
117.32,25.01,0,A,1
117.32,25.01,0,B,1
117.32,25.01,0,B,1
117.32,25.01,0,B,2
117.32,25.01,0,B,1
117.32,25.01,0,A,2
117.32,25.01,0,B,1
117.32,25.01,0,B,2
117.32,25.01,0,B,1
117.32,25.01,0,B,1
117.32,25.01,0,B,2
119.33,26.12,0,B,1
119.33,26.12,0,A,2
119.33,26.12,0,A,1
119.33,26.12,0,B,1
119.33,26.12,0,A,1
119.33,26.12,0,A,2
119.33,26.12,0,A,1
119.33,26.12,0,A,1
119.33,26.12,0,A,2
117.28,27.2,0,A,1
117.28,27.2,0,B,1
117.28,27.2,0,B,2
117.28,27.2,0,A,1
117.28,27.2,0,A,2
117.28,27.2,0,A,2
118.56,25.52,10,A,2
118.56,25.52,0,A,1
118.56,25.52,0,A,1
118.56,25.52,0,B,1
118.56,25.52,0,A,1
118.56,25.52,0,A,2
118.56,25.52,0,A,2
118.06,25.43,10,A,1
118.06,25.43,70,A,1
118.06,25.43,0,C,1
118.06,25.43,0,A,1
118.06,25.43,0,B,1
118.06,25.43,0,B,1
118.06,25.43,0,B,1
118.06,25.43,0,B,2
118.06,25.43,0,B,1
118.06,25.43,0,C,2
118.06,25.43,0,A,2
118.06,25.43,0,B,2
118.06,25.43,0,A,1
118.06,25.43,0,C,2
118.06,25.43,70,A,1
118.06,25.43,70,A,2
118.09,25.04,0,A,1
118.09,25.04,0,C,1
118.09,25.04,0,A,1
118.09,25.04,0,C,1
118.09,25.04,0,B,2
118.09,25.04,0,A,2
118.09,24.44,95,A,2
118.09,24.44,0,B,1
118.09,24.44,0,C,2
118.09,24.44,95,B,1
118.09,24.44,0,A,1
118.09,24.44,0,A,1
118.09,24.44,0,A,1
118.09,24.44,0,A,1
118.09,24.44,0,A,2
118.09,24.44,0,B,1
118.09,24.44,95,A,1
118.09,24.44,0,A,1
118.09,24.44,0,A,1
118.09,24.44,0,A,1
118.09,24.44,0,B,2
118.09,24.44,0,A,2
118.09,24.44,0,B,2
118.09,24.44,0,B,2
118.22,24.58,0,A,1
118.22,24.58,0,A,1
118.22,24.58,0,B,1
118.22,24.58,0,B,1
118.22,24.58,0,C,2
118.22,24.58,0,B,2
114.15,26.56,0,B,1
114.15,26.56,0,A,2
114.15,26.56,15,A,1
114.15,26.56,0,B,2
114.15,26.56,0,A,1
114.15,26.56,5,A,2
114.15,26.56,0,A,1
114.15,26.56,0,A,2
114.15,26.56,0,A,2
114.15,26.56,0,A,1
114.15,26.56,0,B,2
